SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Pachycephala soror,Sclater's Whistler,sclwhi1,species,18655.0,SCWH,PASO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vitiensis,Fiji Whistler,fijwhi2,species,18661.0,FIWH,PAVI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala flavifrons,Samoan Whistler,samwhi1,species,18674.0,SAWH,PAFL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala jacquinoti,Tongan Whistler,tonwhi1,species,18675.0,TOWH,PAJA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala caledonica,New Caledonian Whistler,necwhi3,species,18676.0,NCWH,PACA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala implicata,Guadalcanal Hooded Whistler,guhwhi1,species,18677.0,HOWH GHWH,PAIM,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala richardsi,Bougainville Hooded Whistler,bohwhi1,species,18678.0,BHWH BOWH,PARI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala citreogaster,Bismarck Whistler,biswhi1,species,18679.0,GW BIWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala collaris,Louisiade Whistler,louwhi1,species,18685.0,GW LOWH,PACO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala vanikorensis,Temotu Whistler,temwhi1,species,18689.0,GW TEWH,PAVA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala orioloides,Oriole Whistler,oriwhi1,species,18693.0,ORWH,PAOR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala feminina,Rennell Whistler,renwhi1,species,18704.0,REWH,PAFE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala fulvotincta,Rusty-breasted Whistler,rubwhi1,species,18705.0,SBWH RBWH,PAFU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala macrorhyncha,Yellow-throated Whistler,yetwhi1,species,18712.0,GSWH YTWH,PAMA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala mentalis,Black-chinned Whistler,bkcwhi1,species,18725.0,BCWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala balim,Baliem Whistler,golwhi2,species,18729.0,GW BAWH,PABA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala pectoralis,Golden Whistler,golwhi1,species,18730.0,GW GOWH AGWH,PAPE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala fuliginosa,Western Whistler,weswhi2,species,18736.0,GW WEWH,PAFU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanura,Black-tailed Whistler,bltwhi1,species,18739.0,BTWH MGWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala tenebrosa,Morningbird,mornin1,species,18744.0,MORN,PATE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala modesta,Brown-backed Whistler,brbwhi1,species,18745.0,BBWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lorentzi,Lorentz's Whistler,lorwhi1,species,18749.0,LOWH,PALO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala aurea,Golden-backed Whistler,gobwhi1,species,18750.0,GBWH,PAAU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala philippinensis,Yellow-bellied Whistler,yebwhi1,species,18751.0,YBWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala hypoxantha,Bornean Whistler,borwhi1,species,18760.0,BOWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala sulfuriventer,Sulphur-bellied Whistler,subwhi1,species,18763.0,SBWH SVWH,PASU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala cinerea,Mangrove Whistler,manwhi1,species,18764.0,MAWH,PACI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala albiventris,Green-backed Whistler,grbwhi1,species,18765.0,GBWH,PAAL,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala homeyeri,White-vented Whistler,whvwhi1,species,18766.0,WVWH,PAHO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala phaionota,Island Whistler,islwhi2,species,18770.0,ISWH,PAPH,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala melanorhyncha,Biak Whistler,biawhi1,species,18771.0,BIWH,PAME,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala hyperythra,Rusty Whistler,ruswhi1,species,18772.0,RUWH,PAHY,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala simplex,Gray Whistler,grywhi2,species,18777.0,GRWH BRWH GHWH,PASI,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala arctitorquis,Wallacean Whistler,walwhi1,species,18788.0,WAWH,PAAR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala griseonota,Drab Whistler,drawhi1,species,18792.0,DBWH DRWH,PAGR,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala leucogastra,White-bellied Whistler,whbwhi1,species,18800.0,WBWH,PALE,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala monacha,Black-headed Whistler,blhwhi1,species,18803.0,BHWH,PAMO,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala rufiventris,Rufous Whistler,rufwhi1,species,18806.0,RUWH,PARU,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pachycephala lanioides,White-breasted Whistler,whbwhi2,species,18812.0,WBWH,PALA,,Passeriformes,Whistlers and Allies,Pachycephalidae,,,,pachyc2
Pitohui dichrous,Hooded Pitohui,hoopit1,species,18817.0,HOPI,PIDI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui cerviniventris,Raja Ampat Pitohui,varpit4,species,18820.0,RAPI WAPI,PICE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui kirhocephalus,Northern Variable Pitohui,varpit2,species,18823.0,NVPI,PIKI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Pitohui uropygialis,Southern Variable Pitohui,varpit3,species,18833.0,SVPI,PIUR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus melanotis,Timor Oriole,timori1,species,18840.0,TIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus bouroensis,Buru Oriole,burori2,species,18843.0,BEOR BUOR,ORBO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus decipiens,Tanimbar Oriole,burori3,species,18844.0,TAOR,ORDE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus forsteni,Seram Oriole,serori1,species,18845.0,GCOR SEOR,ORFO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus phaeochromus,Halmahera Oriole,halori1,species,18846.0,HAOR DBOR,ORPH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus szalayi,Brown Oriole,broori1,species,18847.0,BROR,ORSZ,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus sagittatus,Olive-backed Oriole,olbori1,species,18848.0,OBOR,ORSA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus flavocinctus,Green Oriole,greori1,species,18853.0,YEOR GROR,ORFL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthonotus,Dark-throated Oriole,datori1,species,18858.0,DTOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus albiloris,White-lored Oriole,whlori1,species,18863.0,WLOR,ORAL,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus steerii,Philippine Oriole,phiori1,species,18864.0,PHOR,ORST,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus isabellae,Isabela Oriole,isaori1,species,18870.0,ISOR,ORIS,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus oriolus,Eurasian Golden Oriole,eugori2,species,18871.0,EGOR,OROR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus kundoo,Indian Golden Oriole,ingori1,species,18872.0,IGOR,ORKU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus auratus,African Golden Oriole,afgori2,species,18874.0,AGOR,ORAU,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chinensis,Black-naped Oriole,blnori1,species,18878.0,BNOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus tenuirostris,Slender-billed Oriole,slbori1,species,18902.0,SBOR,ORTE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus chlorocephalus,Green-headed Oriole,grhori1,species,18905.0,GHOR,ORCH,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus crassirostris,Sao Tome Oriole,satori1,species,18910.0,STOR,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus brachyrynchus,Western Black-headed Oriole,wbhori1,species,18911.0,WEOR WBHO,ORBR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus monacha,Ethiopian Black-headed Oriole,dahori1,species,18914.0,EBHO ETOR,ORMO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus larvatus,African Black-headed Oriole,abhori1,species,18917.0,EBHO ABHO BHOR,ORLA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus percivali,Black-tailed Oriole,bltori1,species,18924.0,MOOR BTOR,ORPE,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus nigripennis,Black-winged Oriole,blwori1,species,18925.0,BWOR,ORNI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus xanthornus,Black-hooded Oriole,blhori1,species,18926.0,BHOR,ORXA,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus hosii,Black Oriole,blaori1,species,18932.0,BLOR,ORHO,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus cruentus,Black-and-crimson Oriole,bacori1,species,18933.0,BACO JACO,ORCR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus traillii,Maroon Oriole,marori2,species,18939.0,MAOR,ORTR,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Oriolus mellianus,Silver Oriole,silori1,species,18944.0,SIOR,ORME,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres hypoleucus,Wetar Figbird,wetfig1,species,18946.0,WEFI,SPHY,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres viridis,Green Figbird,grnfig1,species,18947.0,GRFI TIFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Sphecotheres vieilloti,Australasian Figbird,ausfig1,species,18948.0,AUFI,SPVI,,Passeriformes,Old World Orioles,Oriolidae,,,,orioli1
Turnagra tanagra,North Island Piopio,noipio1,species,18955.0,NIPI,TUTA,,Passeriformes,Old World Orioles,Oriolidae,,true,1902,orioli1
Turnagra capensis,South Island Piopio,soipio1,species,18956.0,SIPI,TUCA,,Passeriformes,Old World Orioles,Oriolidae,,true,1897,orioli1
Machaerirhynchus nigripectus,Black-breasted Boatbill,blbboa1,species,18959.0,BBBO,MANI,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Machaerirhynchus flaviventer,Yellow-breasted Boatbill,yebboa1,species,18963.0,YBBO,MAFL,,Passeriformes,Boatbills,Machaerirhynchidae,,,,machae1
Artamus fuscus,Ashy Woodswallow,ashwoo2,species,18970.0,ASWO,ARFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus mentalis,Fiji Woodswallow,fijwoo1,species,18971.0,FIWO,ARME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus monachus,Ivory-backed Woodswallow,whbwoo8,species,18972.0,IBWO,ARMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus maximus,Great Woodswallow,grewoo1,species,18973.0,GRWO,ARMA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus leucorynchus,White-breasted Woodswallow,whbwoo4,species,18974.0,WBWO,ARLE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus insignis,Bismarck Woodswallow,biswoo1,species,18984.0,BIWO WBWO,ARIN,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus personatus,Masked Woodswallow,maswoo1,species,18985.0,MAWO,ARPE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus superciliosus,White-browed Woodswallow,whbwoo5,species,18986.0,WBWO,ARSU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cinereus,Black-faced Woodswallow,blfwoo1,species,18989.0,BFWO,ARCI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus cyanopterus,Dusky Woodswallow,duswoo1,species,18997.0,DUWO,ARCY,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Artamus minor,Little Woodswallow,litwoo4,species,19000.0,LIWO,ARMI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops montanus,Mountain Peltops,moupel1,species,19004.0,MOPE,PEMO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Peltops blainvillii,Lowland Peltops,lowpel1,species,19005.0,LOPE,PEBL,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus mentalis,Black-backed Butcherbird,blbbut1,species,19006.0,BBBU,CRME,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus torquatus,Gray Butcherbird,grybut1,species,19009.0,GRBU,CRTO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus argenteus,Silver-backed Butcherbird,sibbut1,species,19013.0,SBBU,CRAR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus cassicus,Hooded Butcherbird,hoobut1,species,19016.0,HOBU,CRCA,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus louisiadensis,Tagula Butcherbird,tagbut1,species,19019.0,TABU,CRLO,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus nigrogularis,Pied Butcherbird,piebut1,species,19020.0,PIBU,CRNI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Cracticus quoyi,Black Butcherbird,blabut1,species,19023.0,BLBU,CRQU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Gymnorhina tibicen,Australian Magpie,ausmag2,species,19029.0,AUMA,GYTI,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera graculina,Pied Currawong,piecur1,species,19043.0,PICU,STGR,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera fuliginosa,Black Currawong,blacur2,species,19050.0,BLCU,STFU,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Strepera versicolor,Gray Currawong,grycur1,species,19054.0,GRCU,STVE,,Passeriformes,"Woodswallows, Bellmagpies, and Allies",Artamidae,,,,artami1
Rhagologus leucostigma,Mottled Berryhunter,motwhi1,species,19063.0,MOBE,RHLE,,Passeriformes,Mottled Berryhunter,Rhagologidae,,,,rhagol1
Lanioturdus torquatus,White-tailed Shrike,whtshr1,species,19067.0,WTSH GRBA,LATO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira cyanea,Brown-throated Wattle-eye,btweye2,species,19068.0,BTWE,PLCY,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira albifrons,White-fronted Wattle-eye,wfweye1,species,19072.0,WFWE,PLAL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira peltata,Black-throated Wattle-eye,btweye1,species,19073.0,BTWE,PLPE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira laticincta,Banded Wattle-eye,baweye1,species,19077.0,BWEY BAWE,PLLA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira castanea,Chestnut Wattle-eye,chweye1,species,19078.0,CHWE CWEY,PLCA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira hormophora,West African Wattle-eye,weawae1,species,19079.0,WAWE,PLHO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira tonsa,White-spotted Wattle-eye,wsweye1,species,19080.0,WSWE,PLTO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira blissetti,Red-cheeked Wattle-eye,rcweye1,species,19081.0,RCWE,PLBL,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira chalybea,Black-necked Wattle-eye,bnweye1,species,19082.0,BNWE,PLCH,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira jamesoni,Jameson's Wattle-eye,jaweye1,species,19083.0,JAWE JWEY,PLJA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Platysteira concreta,Yellow-bellied Wattle-eye,ybweye1,species,19084.0,YBWE YBBW,PLCO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis margaritae,Boulton's Batis,boubat1,species,19090.0,MABA BOBA,BAMA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis mixta,Short-tailed Batis,shtbat1,species,19093.0,FOBA STBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis crypta,Dark Batis,darbat1,species,19096.0,DABA,BACR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis diops,Rwenzori Batis,ruwbat1,species,19097.0,RUBA RWBA,BADI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis capensis,Cape Batis,capbat1,species,19098.0,CABA,BACA,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis fratrum,Woodward's Batis,woobat1,species,19107.0,WOBA,BAFR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis molitor,Chinspot Batis,chibat1,species,19108.0,CSBA CHBA,BAMO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis soror,Pale Batis,palbat1,species,19113.0,PABA ECBA,BASO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis pririt,Pririt Batis,pribat1,species,19114.0,PRBA,BAPR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis senegalensis,Senegal Batis,senbat1,species,19117.0,SEBA,BASE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis orientalis,Gray-headed Batis,gyhbat1,species,19118.0,GHBA,BAOR,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis erlangeri,Western Black-headed Batis,bkhbat1,species,19123.0,WBHB,BAER,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minor,Eastern Black-headed Batis,bkhbat2,species,19126.0,EBHB,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis perkeo,Pygmy Batis,pygbat1,species,19130.0,PYBA,BAPE,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minima,Verreaux's Batis,verbat1,species,19131.0,GABA VEBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis ituriensis,Ituri Batis,itubat1,species,19132.0,ITBA,BAIT,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis poensis,Bioko Batis,fepbat1,species,19133.0,FPBA BIBA,BAPO,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis occulta,West African Batis,weabat1,species,19134.0,WABA,BAOC,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Batis minulla,Angola Batis,angbat1,species,19135.0,ANBA,BAMI,,Passeriformes,Wattle-eyes and Batises,Platysteiridae,,,,platys1
Prionops plumatus,White Helmetshrike,whihel1,species,19137.0,WCHE WHHE,PRPL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops poliolophus,Gray-crested Helmetshrike,gychel1,species,19144.0,GCHE,PRPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops alberti,Yellow-crested Helmetshrike,yechel1,species,19145.0,YCHE,PRAL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops caniceps,Red-billed Helmetshrike,chbhel1,species,19146.0,RBHE,PRCA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops rufiventris,Rufous-bellied Helmetshrike,rubhel1,species,19149.0,RBHE,PRRU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops retzii,Retz's Helmetshrike,rethel1,species,19152.0,REHE,PRRE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops gabela,Angola Helmetshrike,anghel1,species,19157.0,ANHE GAHE,PRGA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Prionops scopifrons,Chestnut-fronted Helmetshrike,chfhel1,species,19158.0,CFHE,PRSC,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Megabyas flammulatus,African Shrike-flycatcher,afrshf1,species,19162.0,SHFL AFSF ASFL,MEFL,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Bias musicus,Black-and-white Shrike-flycatcher,bawfly1,species,19165.0,BAWF BAW BAWS,BIMU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis sylvicola,Malabar Woodshrike,malwoo1,species,19169.0,MAWO,TESY,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis virgatus,Large Woodshrike,larwoo1,species,19170.0,LAWO,TEVI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis pondicerianus,Common Woodshrike,comwoo1,species,19181.0,COWO,TEPO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tephrodornis affinis,Sri Lanka Woodshrike,srlwoo1,species,19187.0,SLWO,TEAF,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hemipus picatus,Bar-winged Flycatcher-shrike,bwfshr1,species,19188.0,BWFS,HEPI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hemipus hirundinaceus,Black-winged Flycatcher-shrike,bwfshr2,species,19193.0,BWFS,HEHI,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Philentoma pyrhoptera,Rufous-winged Philentoma,ruwphi2,species,19194.0,RWPH,PHPY,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Philentoma velata,Maroon-breasted Philentoma,mabphi2,species,19197.0,MBPH,PHVE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia archboldi,Archbold's Newtonia,arcnew1,species,19201.0,ARNE,NEAR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia brunneicauda,Common Newtonia,comnew1,species,19202.0,CONE,NEBR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia amphichroa,Dark Newtonia,darnew1,species,19205.0,DANE,NEAM,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Newtonia fanovanae,Red-tailed Newtonia,retnew1,species,19208.0,RTNE,NEFA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Tylas eduardi,Tylas Vanga,tylvan1,species,19209.0,TYVA,TYED,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Calicalicus madagascariensis,Red-tailed Vanga,retvan1,species,19212.0,RTVA,CAMA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Calicalicus rufocarpalis,Red-shouldered Vanga,resvan1,species,19213.0,RSVA,CARU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Hypositta corallirostris,Nuthatch-Vanga,nuthat2,species,19214.0,NUVA,HYCO,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Leptopterus chabert,Chabert Vanga,chavan2,species,19215.0,CHVA,LECH,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Mystacornis crossleyi,Crossley's Vanga,crobab1,species,19218.0,CRVA,MYCR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Cyanolanius madagascarinus,Blue Vanga,bluvan1,species,19219.0,MBVA BLVA,CYMA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Vanga curvirostris,Hook-billed Vanga,hobvan1,species,19224.0,HBVA,VACU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Pseudobias wardi,Ward's Flycatcher,warfly1,species,19227.0,WAFL,PSWA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Schetba rufa,Rufous Vanga,rufvan1,species,19228.0,RUVA,SCRU,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Euryceros prevostii,Helmet Vanga,helvan1,species,19231.0,HEVA,EUPR,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Oriolia bernieri,Bernier's Vanga,bervan1,species,19232.0,BEVA,ORBE,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
Falculea palliata,Sickle-billed Vanga,sibvan1,species,19233.0,SBVA,FAPA,,Passeriformes,"Vangas, Helmetshrikes, and Allies",Vangidae,,,,vangid2
